Location_ID,lon,lat,Vehicle_Type,Owner_Type,Body_Style,h6,h7,h8
Local_Freight_Business_Cargo Van_0000180,-76.453682,37.120684,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1e3fffff
Local_Freight_Business_Cargo Van_0000181,-76.453313,37.120747,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1e3fffff
Local_Freight_Business_Cargo Van_0000182,-76.531988,37.121419,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d33ffffff,88f043d33bfffff
Local_Freight_Business_Cargo Van_0000183,-76.509916,37.121896,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d15ffffff,88f043d065fffff
Local_Freight_Business_Cargo Van_0000184,-76.566553,37.123322,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d34ffffff,88f043d343fffff
Local_Freight_Business_Cargo Van_0000185,-76.458731,37.123864,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1ebfffff
Local_Freight_Business_Cargo Van_0000186,-76.457584,37.124436,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1ebfffff
Local_Freight_Business_Cargo Van_0000187,-76.455353,37.125042,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1ebfffff
Local_Freight_Business_Cargo Van_0000188,-76.454801,37.125267,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1e3fffff
Local_Freight_Business_Cargo Van_0000189,-76.533397,37.125423,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d33ffffff,88f043d315fffff
Local_Freight_Business_Cargo Van_0000190,-76.512378,37.126696,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d06ffffff,88f043d065fffff
Local_Freight_Business_Cargo Van_0000191,-76.53365,37.131289,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d33ffffff,88f043d339fffff
Local_Freight_Business_Cargo Van_0000192,-76.555207,37.136566,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d30ffffff,88f043d309fffff
Local_Freight_Business_Cargo Van_0000193,-76.513629,37.139994,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d15ffffff,88f043d159fffff
Local_Freight_Business_Cargo Van_0000194,-76.517755,37.139999,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d33ffffff,88f043d333fffff
Local_Freight_Business_Cargo Van_0000195,-76.45617,37.141301,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1e3fffff
Local_Freight_Business_Cargo Van_0000196,-76.457388,37.141615,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1e1fffff
Local_Freight_Business_Cargo Van_0000197,-76.456596,37.142721,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1e1fffff
Local_Freight_Business_Cargo Van_0000198,-76.549306,37.142724,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d30ffffff,88f043d30bfffff
Local_Freight_Business_Cargo Van_0000199,-76.549771,37.144435,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d30ffffff,88f043d301fffff
Local_Freight_Business_Cargo Van_0000200,-76.549769,37.146068,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d30ffffff,88f043d301fffff
Local_Freight_Business_Cargo Van_0000201,-76.460172,37.149024,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1e1fffff
Local_Freight_Business_Cargo Van_0000202,-76.529267,37.152017,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d33ffffff,88f043d331fffff
Local_Freight_Business_Cargo Van_0000203,-76.553038,37.152309,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d30ffffff,88f043d301fffff
Local_Freight_Business_Cargo Van_0000204,-76.461619,37.152896,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1e1fffff
Local_Freight_Business_Cargo Van_0000205,-76.53168,37.154214,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d33ffffff,88f043d339fffff
Local_Freight_Business_Cargo Van_0000206,-76.535327,37.154506,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d33ffffff,88f043d339fffff
Local_Freight_Business_Cargo Van_0000207,-76.460672,37.161993,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1e1fffff
Local_Freight_Business_Cargo Van_0000208,-76.470256,37.166118,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d117fffff
Local_Freight_Business_Cargo Van_0000209,-76.535275,37.16719,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d33ffffff,88f043d339fffff
Local_Freight_Business_Cargo Van_0000210,-76.537304,37.167421,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d33ffffff,88f043d339fffff
Local_Freight_Business_Cargo Van_0000211,-76.53118,37.169851,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d33ffffff,88f043d33dfffff
Local_Freight_Business_Cargo Van_0000212,-76.563463,37.170975,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d34ffffff,88f043d347fffff
Local_Freight_Business_Cargo Van_0000213,-76.48075,37.17155,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d111fffff
Local_Freight_Business_Cargo Van_0000214,-76.577533,37.171639,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d34ffffff,88f043d34dfffff
Local_Freight_Business_Cargo Van_0000215,-76.473876,37.173299,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d117fffff
Local_Freight_Business_Cargo Van_0000216,-76.567362,37.174575,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d34ffffff,88f043d347fffff
Local_Freight_Business_Cargo Van_0000217,-76.475626,37.178447,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d117fffff
Local_Freight_Business_Cargo Van_0000218,-76.481691,37.179389,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d111fffff
Local_Freight_Business_Cargo Van_0000219,-76.477018,37.179532,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d117fffff
Local_Freight_Business_Cargo Van_0000220,-76.479002,37.179834,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d115fffff
Local_Freight_Business_Cargo Van_0000221,-76.477447,37.180373,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d115fffff
Local_Freight_Business_Cargo Van_0000222,-76.484573,37.18079,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d11dfffff
Local_Freight_Business_Cargo Van_0000223,-76.484248,37.181938,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d11dfffff
Local_Freight_Business_Cargo Van_0000224,-76.480857,37.181967,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d115fffff
Local_Freight_Business_Cargo Van_0000225,-76.422644,37.18218,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c34ffffff,88f043c34dfffff
Local_Freight_Business_Cargo Van_0000226,-76.482304,37.182188,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d115fffff
Local_Freight_Business_Cargo Van_0000227,-76.482964,37.183658,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d115fffff
Local_Freight_Business_Cargo Van_0000228,-76.482406,37.184257,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d115fffff
Local_Freight_Business_Cargo Van_0000229,-76.480196,37.184419,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d115fffff
Local_Freight_Business_Cargo Van_0000230,-76.484076,37.187612,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d11dfffff
Local_Freight_Business_Cargo Van_0000231,-76.490267,37.19229,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d11dfffff
Local_Freight_Business_Cargo Van_0000232,-76.488118,37.192451,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d11ffffff,88f043d11dfffff
Local_Freight_Business_Cargo Van_0000233,-76.465176,37.193853,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d1effffff,88f043d1edfffff
Local_Freight_Business_Cargo Van_0000234,-76.574222,37.194223,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d34ffffff,88f043d345fffff
Local_Freight_Business_Cargo Van_0000235,-76.490957,37.196585,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d10ffffff,88f043d11dfffff
Local_Freight_Business_Cargo Van_0000236,-76.425267,37.202883,Local Freight,Business,Cargo Van,86f043dafffffff,87f043da9ffffff,88f043da9bfffff
Local_Freight_Business_Cargo Van_0000237,-76.594057,37.205091,Local Freight,Business,Cargo Van,86f042a6fffffff,87f04069affffff,88f04069a5fffff
Local_Freight_Business_Cargo Van_0000238,-76.463202,37.216472,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d13ffffff,88f043d133fffff
Local_Freight_Business_Cargo Van_0000239,-76.449454,37.218244,Local Freight,Business,Cargo Van,86f043dafffffff,87f043dadffffff,88f043dadbfffff
Local_Freight_Business_Cargo Van_0000240,-76.552838,37.230246,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d36ffffff,88f043d363fffff
Local_Freight_Business_Cargo Van_0000241,-76.546492,37.232281,Local Freight,Business,Cargo Van,86f043d37ffffff,87f043d32ffffff,88f043d329fffff
Local_Freight_Business_Cargo Van_0000242,-76.762407,37.238772,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b6dffffff,88f042b6d3fffff
Local_Freight_Business_Cargo Van_0000243,-76.508808,37.238989,Local Freight,Business,Cargo Van,86f043d17ffffff,87f043d14ffffff,88f043d147fffff
Local_Freight_Business_Cargo Van_0000244,-76.760509,37.239547,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b6dffffff,88f042b6d3fffff
Local_Freight_Business_Cargo Van_0000245,-77.429146,37.240482,Local Freight,Business,Cargo Van,86f040c17ffffff,87f040c13ffffff,88f040c13bfffff
Local_Freight_Business_Cargo Van_0000246,-76.663956,37.242437,Local Freight,Business,Cargo Van,86f040697ffffff,87f040690ffffff,88f0406909fffff
Local_Freight_Business_Cargo Van_0000247,-76.662862,37.24551,Local Freight,Business,Cargo Van,86f040697ffffff,87f040690ffffff,88f0406909fffff
Local_Freight_Business_Cargo Van_0000248,-76.663948,37.245777,Local Freight,Business,Cargo Van,86f040697ffffff,87f040690ffffff,88f0406909fffff
Local_Freight_Business_Cargo Van_0000249,-76.663286,37.246485,Local Freight,Business,Cargo Van,86f040697ffffff,87f040690ffffff,88f0406909fffff
Local_Freight_Business_Cargo Van_0000250,-76.852366,37.251107,Local Freight,Business,Cargo Van,86f0407b7ffffff,87f0407b2ffffff,88f0407b27fffff
Local_Freight_Business_Cargo Van_0000251,-76.736824,37.251258,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b697fffff
Local_Freight_Business_Cargo Van_0000252,-76.735974,37.251671,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b697fffff
Local_Freight_Business_Cargo Van_0000253,-76.736432,37.25184,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b697fffff
Local_Freight_Business_Cargo Van_0000254,-76.73208,37.253003,Local Freight,Business,Cargo Van,86f0406b7ffffff,87f0406b6ffffff,88f0406b69fffff
Local_Freight_Business_Cargo Van_0000255,-76.668525,37.258322,Local Freight,Business,Cargo Van,86f040697ffffff,87f040694ffffff,88f0406947fffff
Local_Freight_Business_Cargo Van_0000256,-76.675724,37.258709,Local Freight,Business,Cargo Van,86f040697ffffff,87f040694ffffff,88f0406941fffff
Local_Freight_Business_Cargo Van_0000257,-76.671389,37.259705,Local Freight,Business,Cargo Van,86f040697ffffff,87f040694ffffff,88f0406947fffff
Local_Freight_Business_Cargo Van_0000258,-76.670102,37.259794,Local Freight,Business,Cargo Van,86f040697ffffff,87f040694ffffff,88f0406947fffff
Local_Freight_Business_Cargo Van_0000259,-76.655646,37.26144,Local Freight,Business,Cargo Van,86f040697ffffff,87f040690ffffff,88f0406901fffff
Local_Freight_Business_Cargo Van_0000260,-76.657552,37.262738,Local Freight,Business,Cargo Van,86f040697ffffff,87f040690ffffff,88f040690dfffff
Local_Freight_Business_Cargo Van_0000261,-76.645539,37.265956,Local Freight,Business,Cargo Van,86f040697ffffff,87f040690ffffff,88f0406907fffff
Local_Freight_Business_Cargo Van_0000262,-76.741439,37.267019,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b691fffff
Local_Freight_Business_Cargo Van_0000263,-76.741258,37.267925,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b697fffff
Local_Freight_Business_Cargo Van_0000264,-76.742768,37.268477,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b691fffff
Local_Freight_Business_Cargo Van_0000265,-76.742147,37.268707,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b691fffff
Local_Freight_Business_Cargo Van_0000266,-76.807857,37.268898,Local Freight,Business,Cargo Van,86f040797ffffff,87f040790ffffff,88f0407907fffff
Local_Freight_Business_Cargo Van_0000267,-76.759642,37.270327,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b6dffffff,88f042b6d7fffff
Local_Freight_Business_Cargo Van_0000268,-76.706085,37.270562,Local Freight,Business,Cargo Van,86f0406b7ffffff,87f0406b2ffffff,88f0406b2dfffff
Local_Freight_Business_Cargo Van_0000269,-76.706671,37.27192,Local Freight,Business,Cargo Van,86f0406b7ffffff,87f0406b2ffffff,88f0406b2dfffff
Local_Freight_Business_Cargo Van_0000270,-76.707373,37.272733,Local Freight,Business,Cargo Van,86f0406b7ffffff,87f0406b2ffffff,88f0406b2dfffff
Local_Freight_Business_Cargo Van_0000271,-76.686755,37.272953,Local Freight,Business,Cargo Van,86f040697ffffff,87f040694ffffff,88f040694dfffff
Local_Freight_Business_Cargo Van_0000272,-76.696302,37.274501,Local Freight,Business,Cargo Van,86f0406b7ffffff,87f0406b2ffffff,88f0406b25fffff
Local_Freight_Business_Cargo Van_0000273,-76.748327,37.275064,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b69dfffff
Local_Freight_Business_Cargo Van_0000274,-76.741356,37.277783,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b695fffff
Local_Freight_Business_Cargo Van_0000275,-76.741351,37.278124,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b695fffff
Local_Freight_Business_Cargo Van_0000276,-76.741967,37.278399,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b695fffff
Local_Freight_Business_Cargo Van_0000277,-76.740653,37.280898,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b695fffff
Local_Freight_Business_Cargo Van_0000278,-76.741499,37.282574,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b695fffff
Local_Freight_Business_Cargo Van_0000279,-76.742389,37.282751,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b695fffff
Local_Freight_Business_Cargo Van_0000280,-76.735264,37.284467,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b6bbfffff
Local_Freight_Business_Cargo Van_0000281,-76.735784,37.284694,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b69ffffff,88f042b6bbfffff
Local_Freight_Business_Cargo Van_0000282,-76.71006,37.285515,Local Freight,Business,Cargo Van,86f0406b7ffffff,87f042b4dffffff,88f042b4dbfffff
Local_Freight_Business_Cargo Van_0000283,-76.728283,37.288302,Local Freight,Business,Cargo Van,86f042b6fffffff,87f0406b6ffffff,88f0406b6dfffff
Local_Freight_Business_Cargo Van_0000284,-77.409939,37.289401,Local Freight,Business,Cargo Van,86f040cafffffff,87f040cadffffff,88f040cad1fffff
Local_Freight_Business_Cargo Van_0000285,-76.724932,37.29533,Local Freight,Business,Cargo Van,86f042b6fffffff,87f0406b6ffffff,88f042b6b3fffff
Local_Freight_Business_Cargo Van_0000286,-77.467279,37.301636,Local Freight,Business,Cargo Van,86f040c17ffffff,87f040c14ffffff,88f040c147fffff
Local_Freight_Business_Cargo Van_0000287,-77.388257,37.303125,Local Freight,Business,Cargo Van,86f040cafffffff,87f040ca9ffffff,88f040ca95fffff
Local_Freight_Business_Cargo Van_0000288,-77.382811,37.307417,Local Freight,Business,Cargo Van,86f040cafffffff,87f040ca9ffffff,88f040ca95fffff
Local_Freight_Business_Cargo Van_0000289,-76.731266,37.307968,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b6bffffff,88f042b6b3fffff
Local_Freight_Business_Cargo Van_0000290,-76.752679,37.308993,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b68ffffff,88f042b683fffff
Local_Freight_Business_Cargo Van_0000291,-77.409511,37.3115,Local Freight,Business,Cargo Van,86f040cafffffff,87f040cadffffff,88f040cad5fffff
Local_Freight_Business_Cargo Van_0000292,-76.731571,37.313279,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b6bffffff,88f042b6b3fffff
Local_Freight_Business_Cargo Van_0000293,-77.520237,37.326926,Local Freight,Business,Cargo Van,86f040c37ffffff,87f040c36ffffff,88f040c365fffff
Local_Freight_Business_Cargo Van_0000294,-77.41053,37.327308,Local Freight,Business,Cargo Van,86f040cafffffff,87f040cadffffff,88f040cad5fffff
Local_Freight_Business_Cargo Van_0000295,-77.406223,37.328529,Local Freight,Business,Cargo Van,86f040cafffffff,87f040ca8ffffff,88f040cad5fffff
Local_Freight_Business_Cargo Van_0000296,-77.529608,37.329792,Local Freight,Business,Cargo Van,86f040dafffffff,87f040dabffffff,88f040dab3fffff
Local_Freight_Business_Cargo Van_0000297,-77.330444,37.33589,Local Freight,Business,Cargo Van,86f040c8fffffff,87f040c89ffffff,88f040c89bfffff
Local_Freight_Business_Cargo Van_0000298,-76.744487,37.335927,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b6bffffff,88f042b6b9fffff
Local_Freight_Business_Cargo Van_0000299,-76.746704,37.337552,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b68ffffff,88f042b687fffff
Local_Freight_Business_Cargo Van_0000300,-76.767314,37.337918,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b68ffffff,88f042b689fffff
Local_Freight_Business_Cargo Van_0000301,-76.75447,37.340934,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b68ffffff,88f042b681fffff
Local_Freight_Business_Cargo Van_0000302,-76.75656,37.344305,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b68ffffff,88f042b681fffff
Local_Freight_Business_Cargo Van_0000303,-77.47325,37.344753,Local Freight,Business,Cargo Van,86f040c17ffffff,87f040c16ffffff,88f040c169fffff
Local_Freight_Business_Cargo Van_0000304,-76.761075,37.344818,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b68ffffff,88f042b68dfffff
Local_Freight_Business_Cargo Van_0000305,-76.759071,37.34509,Local Freight,Business,Cargo Van,86f042b6fffffff,87f042b68ffffff,88f042b681fffff
Local_Freight_Business_Cargo Van_0000306,-77.340424,37.346128,Local Freight,Business,Cargo Van,86f040c8fffffff,87f040c89ffffff,88f040c899fffff
Local_Freight_Business_Cargo Van_0000307,-77.318614,37.346842,Local Freight,Business,Cargo Van,86f040cd7ffffff,87f040c89ffffff,88f040cd69fffff
Local_Freight_Business_Cargo Van_0000308,-77.350935,37.347039,Local Freight,Business,Cargo Van,86f040c8fffffff,87f040c8dffffff,88f040c8d1fffff
Local_Freight_Business_Cargo Van_0000309,-77.368506,37.348137,Local Freight,Business,Cargo Van,86f040cafffffff,87f040cabffffff,88f040cab3fffff
Local_Freight_Business_Cargo Van_0000310,-77.358611,37.349565,Local Freight,Business,Cargo Van,86f040c8fffffff,87f040c8dffffff,88f040c8d9fffff
Local_Freight_Business_Cargo Van_0000311,-77.477388,37.349931,Local Freight,Business,Cargo Van,86f040c17ffffff,87f040c16ffffff,88f040c169fffff
Local_Freight_Business_Cargo Van_0000312,-77.366567,37.35035,Local Freight,Business,Cargo Van,86f040cafffffff,87f040cabffffff,88f040cab3fffff
Local_Freight_Business_Cargo Van_0000313,-77.370466,37.350473,Local Freight,Business,Cargo Van,86f040cafffffff,87f040cabffffff,88f040cab3fffff
Local_Freight_Business_Cargo Van_0000314,-77.339742,37.352077,Local Freight,Business,Cargo Van,86f040c8fffffff,87f040c89ffffff,88f040c899fffff
Local_Freight_Business_Cargo Van_0000315,-77.387733,37.352284,Local Freight,Business,Cargo Van,86f040cafffffff,87f040ca8ffffff,88f040cab9fffff
